Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3701,0,4,4.753546983247417,2.3776870000347117,97.30092600000262,83388.54904079979,31.027954117253692,0.0,4,4,5,5,6,7,18,25,73,97,97
GET,/post-detail,12115,0,4,4.903083845893771,2.3625700000025063,209.218868999983,83228.12744531572,101.56813405310146,0.0,4,4,5,5,6,8,19,25,68,130,210
,Aggregated,15816,0,4,4.868091690566647,2.3625700000025063,209.218868999983,83265.66666666667,132.59608817035516,0.0,4,4,5,5,6,8,19,25,70,130,210
